nohistory,text,105.36
nohistory,text,113.62
nohistory,text,118.68
nohistory,text,128.11
nohistory,text,140.77
nohistory,text,143.89
nohistory,text,187.24
nohistory,text,210.50
nohistory,text,212.55
nohistory,text,221.34
nohistory,text,238.48
nohistory,text,268.34
nohistory,text,292.20
nohistory,text,292.75
nohistory,text,299.55
nohistory,text,30.20
nohistory,text,345.32
nohistory,text,348.30
nohistory,text,352.99
nohistory,text,364.60
nohistory,text,381.47
nohistory,text,404.59
nohistory,text,419.29
nohistory,text,497.26
nohistory,text,55.69
nohistory,text,61.52
nohistory,text,669.18
nohistory,text,79.35
nohistory,text,80.67
nohistory,text,81.55
nohistory,text,81.82
nohistory,text,84.36
nohistory,text,87.28
nohistory,text,91.52
nohistory,2d,115.38
nohistory,2d,138.38
nohistory,2d,143.83
nohistory,2d,143.86
nohistory,2d,146.30
nohistory,2d,159.98
nohistory,2d,16.54
nohistory,2d,162.70
nohistory,2d,164.88
nohistory,2d,167.56
nohistory,2d,168.13
nohistory,2d,182.75
nohistory,2d,189.73
nohistory,2d,213.18
nohistory,2d,241.85
nohistory,2d,253.40
nohistory,2d,253.53
nohistory,2d,274.28
nohistory,2d,277.08
nohistory,2d,285.33
nohistory,2d,303.06
nohistory,2d,397.22
nohistory,2d,438.59
nohistory,2d,439.21
nohistory,2d,439.67
nohistory,2d,483.80
nohistory,2d,508.18
nohistory,2d,59.30
nohistory,2d,654.28
nohistory,2d,66.97
nohistory,2d,75.82
nohistory,2d,75.94
nohistory,2d,83.25
nohistory,2d,88.57
history,text,109.24
history,text,118.32
history,text,120.03
history,text,122.12
history,text,123.87
history,text,128.08
history,text,157.16
history,text,1625.31
history,text,163.44
history,text,177.90
history,text,178.88
history,text,179.42
history,text,180.58
history,text,190.56
history,text,191.92
history,text,199.64
history,text,208.90
history,text,252.43
history,text,258.20
history,text,261.11
history,text,307.32
history,text,309.28
history,text,311.43
history,text,341.18
history,text,395.86
history,text,450.95
history,text,46.93
history,text,460.63
history,text,49.77
history,text,58.21
history,text,62.01
history,text,65.62
history,text,75.46
history,text,91.64
history,2d,123.57
history,2d,125.86
history,2d,131.00
history,2d,131.53
history,2d,135.10
history,2d,139.09
history,2d,140.55
history,2d,147.62
history,2d,163.37
history,2d,175.52
history,2d,177.26
history,2d,178.55
history,2d,184.06
history,2d,197.42
history,2d,211.41
history,2d,215.18
history,2d,217.95
history,2d,234.79
history,2d,247.62
history,2d,271.50
history,2d,300.89
history,2d,335.96
history,2d,348.95
history,2d,374.13
history,2d,389.00
history,2d,391.81
history,2d,544.81
history,2d,588.19
history,2d,59.69
history,2d,590.03
history,2d,626.19
history,2d,68.52
history,2d,69.84
history,2d,745.69
